Prix,Ville,Annee,Kilometrage,Transmission,Carburant,Marque,Modele,Prix_Log
266000.0,Casablanca,2020.0,130300,Automatique,Diesel,DS,Autre,12.491255347155265
195000.0,Casablanca,2022.0,39241,Manuelle,Diesel,Kia,Carens,12.180759965737863
170000.0,Tanger,2022.0,36000,Manuelle,Diesel,Opel,Crossland,12.04355959836804
210000.0,Casablanca,2022.0,105944,Manuelle,Diesel,Opel,Mokka,12.25486757159303
75000.0,Rabat,2009.0,111500,Manuelle,Essence,Ford,Fusion,11.225256725762893
125000.0,El Jadida,2021.0,155000,,Diesel,Dacia,Logan,11.736077016252437
292000.0,Casablanca,2022.0,117000,Automatique,Électrique,Tesla,Model 3,12.584512505902088
157000.0,Errachidia,2017.0,180000,Manuelle,Diesel,Renault,Megane,11.964007453736912
53000.0,Rabat,2003.0,427000,Manuelle,Diesel,Peugeot,406,10.87806606028079
70000.0,Tanger,2015.0,47617,Automatique,Essence,Hyundai,i10,11.156264806643742
126000.0,Kénitra,2014.0,214000,Automatique,Diesel,Opel,Insignia,11.744045122410057
